MONTH,CITY,STORE,STATUS,ZONE_MAPPING,ORDER_COUNT,CART_SALES,DISCOUNT,NET_REVENUE,IDEAL_FOOD_COST,GROSS_MARGIN,KITCHEN_EBITDA,VARIANCE,REVENUE_COHORT,CM_COHORT,EBITDA_CATEGORY,EBITDA_COHORT,VARIANCE_CATEGORY,REVENUE_BUCKET,GM_PERCENT
Oct-2023,Bangalore,Jenkins PLC,Inactive,East,9729,4174985.77,1234485.99,3024335.3,946659.51,1936493.06,578428.98,1.7762369999999998,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,Var <2%,25L-35L,64.03036925171625
Nov-2023,Bangalore,Jenkins PLC,Inactive,East,14677,6017883.3,1109704.26,4946847.91,2428493.44,2421917.29,944825.39,1.073205,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%,Var <2%,Above 45L,48.958798290606836
Dec-2023,Bangalore,Jenkins PLC,Inactive,East,14018,4904662.37,1457552.81,3558473.02,1134897.61,2363589.63,912642.01,2.873967,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,More than 20%,Var 2%-3%,35L-45L,66.42145708891731
Jan-2024,Bangalore,Jenkins PLC,Inactive,East,9275,3322739.35,885806.7,2511811.27,762709.18,1679502.35,218200.16,1.2171100000000001,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%,Var <2%,25L-35L,66.8641935825059
Feb-2024,Bangalore,Jenkins PLC,Inactive,East,10316,3695705.46,633785.65,3176085.36,1131533.38,1944634.0,431868.5,2.4828669999999997,More than 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,Var 2%-3%,25L-35L,61.22738464434722
Mar-2024,Bangalore,Jenkins PLC,Inactive,East,12651,6014129.25,1396286.5,4719422.57,1410201.96,3216412.36,1806616.68,1.7990119999999998,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,Var <2%,Above 45L,68.1526672446286
Oct-2023,Mumbai,"Thomas, Williams and Jones",Active,East,9288,3504729.67,770330.19,2812929.37,867782.17,1892578.71,705972.06,1.4268290000000001,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%,Var <2%,25L-35L,67.28141595677533
Nov-2023,Mumbai,"Thomas, Williams and Jones",Active,East,9838,3665464.36,1012172.76,2772109.85,889504.37,1814174.44,541190.93,1.8848639999999999,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%,Var <2%,25L-35L,65.44381493395724
Dec-2023,Mumbai,"Thomas, Williams and Jones",Active,East,10659,4261556.58,1137593.42,3169756.08,1146044.08,1906506.13,454973.44,2.334998,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,Var 2%-3%,25L-35L,60.14677728767066
Jan-2024,Mumbai,"Thomas, Williams and Jones",Active,East,13742,4296982.23,1142472.79,3244533.64,1110338.26,2041502.93,740952.68,2.530051,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,Var 2%-3%,25L-35L,62.92130569495343
Feb-2024,Mumbai,"Thomas, Williams and Jones",Active,East,12878,6000732.93,1795236.84,4251769.69,1775877.49,2405479.57,1056856.72,2.988205,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,More than 20%,Var 2%-3%,35L-45L,56.57596119699512
Mar-2024,Mumbai,"Thomas, Williams and Jones",Active,East,11292,4284999.85,1003719.42,3408971.33,1605569.44,1741092.52,266481.85,1.930209,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,Var <2%,25L-35L,51.07383874654059
Oct-2023,Pune,Miller PLC,Inactive,North,9021,3294966.24,822572.64,2534873.49,1075973.93,1350377.33,12.48,2.3307729999999998,More than 40 lacs,10% to 20%,EBITDA +ve,More than 20%,Var 2%-3%,25L-35L,53.271981238006475
Nov-2023,Pune,Miller PLC,Inactive,North,10731,5072709.82,1104590.58,4091080.43,1885872.81,2068524.73,706374.65,2.684134,More than 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,Var 2%-3%,35L-45L,50.56182016934827
Dec-2023,Pune,Miller PLC,Inactive,North,11852,5417757.99,1260441.79,4254140.84,1487870.46,2702882.67,1462580.36,1.269004,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,More than 20%,Var <2%,35L-45L,63.53533584468727
Jan-2024,Pune,Miller PLC,Inactive,North,8773,2826034.97,779978.46,2107419.57,985799.17,1041740.84,-367276.57,2.7789759999999997,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%,Var 2%-3%,15L-25L,49.43205685425043
Feb-2024,Pune,Miller PLC,Inactive,North,11387,4763329.82,1214501.88,3675131.65,1073704.74,2546561.33,1116461.32,1.201928,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%,Var <2%,35L-45L,69.29170360468584
Mar-2024,Pune,Miller PLC,Inactive,North,10894,4412054.22,1182144.18,3314596.1,1062291.73,2193294.94,718450.26,2.862514,More than 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,Var 2%-3%,25L-35L,66.17080554701673
Oct-2023,Mumbai,Lane-Pena,Inactive,East,8569,3607591.15,1003124.25,2667120.04,890888.77,1629519.43,333441.45,1.3714620000000002,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,Var <2%,25L-35L,61.096591288032165
Nov-2023,Mumbai,Lane-Pena,Inactive,East,9450,3468174.12,882859.12,2662115.58,1262313.57,1275914.78,-41851.91,2.8499659999999998,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,Var 2%-3%,25L-35L,47.92860195799613
Dec-2023,Mumbai,Lane-Pena,Inactive,East,10892,4955546.02,834995.14,4252110.29,1329688.92,2827996.98,1420843.88,2.338782,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,Var 2%-3%,35L-45L,66.50808156718814
Jan-2024,Mumbai,Lane-Pena,Inactive,East,12890,4213157.18,1091017.66,3197008.53,1178266.38,1947259.4,603228.28,1.9852610000000002,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%,Var <2%,25L-35L,60.908795886134214
Feb-2024,Mumbai,Lane-Pena,Inactive,East,12161,4755845.33,1097413.58,3775466.87,1140866.09,2526633.74,1092553.89,1.9256790000000001,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%,Var <2%,35L-45L,66.92241852462607
Mar-2024,Mumbai,Lane-Pena,Inactive,East,8419,3233076.76,580354.49,2724345.59,794753.99,1816334.4,533778.77,2.574794,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,Var 2%-3%,25L-35L,66.67048434189292
Oct-2023,Mumbai,Hendricks-Best,Active,South,7167,2733517.07,434027.19,2394791.18,951528.32,1386185.49,41611.41,1.147895,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,Var <2%,15L-25L,57.88335540804855
Nov-2023,Mumbai,Hendricks-Best,Active,South,14710,6957054.01,1070360.68,6004913.75,2793811.47,3075517.97,1664367.51,1.774558,More than 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,Var <2%,Above 45L,51.216688499480945
Dec-2023,Mumbai,Hendricks-Best,Active,South,9205,2835939.17,675361.48,2268732.13,716732.79,1424139.61,228987.17,1.0785639999999999,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%,Var <2%,15L-25L,62.77248826197918
Jan-2024,Mumbai,Hendricks-Best,Active,South,10215,3200677.37,490850.8,2758991.04,842501.53,1841683.36,361200.81,2.318048,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,0% to 10%,Var 2%-3%,25L-35L,66.75206020241372
Feb-2024,Mumbai,Hendricks-Best,Active,South,7460,2273122.1,380759.92,1982644.37,889599.06,973159.39,-463818.19,1.3760270000000001,More than 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,Var <2%,15L-25L,49.083910595625376
Mar-2024,Mumbai,Hendricks-Best,Active,South,10951,3964722.1,776459.89,3222266.44,1176899.05,1956450.24,461542.55,2.010327,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,Var 2%-3%,25L-35L,60.71658804229734
Oct-2023,Ahmedabad,Henderson Inc,Inactive,South,8901,3718805.48,637855.42,3146130.03,1152803.03,1877677.17,479018.32,1.65878,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,0% to 10%,Var <2%,25L-35L,59.68212222938541
Nov-2023,Ahmedabad,Henderson Inc,Inactive,South,8979,4248783.49,902691.5,3373093.06,1551623.41,1675932.08,281727.97,1.640654,More than 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,Var <2%,25L-35L,49.68531997750457
Dec-2023,Ahmedabad,Henderson Inc,Inactive,South,11220,5092684.56,833156.95,4336838.44,1990115.02,2232247.35,770201.05,2.577643,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,Var 2%-3%,35L-45L,51.47176637735207
Jan-2024,Ahmedabad,Henderson Inc,Inactive,South,10477,4903919.23,1442879.04,3598415.81,1602840.53,1880381.5,499447.89,1.1282159999999999,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%,Var <2%,35L-45L,52.25581476088501
Feb-2024,Ahmedabad,Henderson Inc,Inactive,South,7443,3045768.63,722189.26,2415836.84,812232.83,1471657.33,875.07,1.6776209999999998,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,10% to 20%,Var <2%,15L-25L,60.917082877169804
Mar-2024,Ahmedabad,Henderson Inc,Inactive,South,9796,3440214.32,640509.46,2888404.7,995244.89,1766328.81,418946.55,1.1227850000000001,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%,Var <2%,25L-35L,61.15240049290877
Oct-2023,Pune,"Burnett, Dudley and Hayes",Inactive,East,8688,3439733.12,785885.92,2762916.18,1172625.21,1463272.25,235198.81,2.753421,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,Var 2%-3%,25L-35L,52.961152444371294
Nov-2023,Pune,"Burnett, Dudley and Hayes",Inactive,East,12191,4267933.73,981112.37,3417693.97,1356689.16,1995132.46,552700.89,1.473584,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,More than 20%,Var <2%,25L-35L,58.37656845560106
Dec-2023,Pune,"Burnett, Dudley and Hayes",Inactive,East,11395,4342672.89,797843.99,3662401.2,1554056.63,2001354.87,699425.19,1.8359759999999998,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,More than 20%,Var <2%,35L-45L,54.645975705774674
Jan-2024,Pune,"Burnett, Dudley and Hayes",Inactive,East,8047,2919512.24,786268.01,2240650.09,822880.93,1273391.21,61315.94,2.805931,More than 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,Var 2%-3%,15L-25L,56.83132835792313
Feb-2024,Pune,"Burnett, Dudley and Hayes",Inactive,East,11422,4273201.85,765948.33,3586381.83,1209474.65,2321719.57,1019648.97,2.856105,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,Var 2%-3%,35L-45L,64.73709939579969
Mar-2024,Pune,"Burnett, Dudley and Hayes",Inactive,East,14252,6219536.9,1773146.98,4502247.56,1591760.84,2856241.18,1596302.94,2.021337,More than 40 lacs,10% to 20%,EBITDA +ve,More than 20%,Var 2%-3%,Above 45L,63.44034045075922
Oct-2023,Ahmedabad,"Perez, Krueger and Brooks",Active,West,14303,5289214.29,1258223.92,4069016.16,1700459.36,2289690.12,1105670.58,2.814371,INR 20 to 30 lacs,More than 30%,EBITDA +ve,10% to 20%,Var 2%-3%,35L-45L,56.27134496315198
Nov-2023,Ahmedabad,"Perez, Krueger and Brooks",Active,West,14102,5464069.15,853445.46,4719135.72,1833189.58,2793957.51,1625818.56,1.696811,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,More than 20%,Var <2%,Above 45L,59.20485605359958
Dec-2023,Ahmedabad,"Perez, Krueger and Brooks",Active,West,10999,4670737.5,1061149.97,3680272.93,1490099.51,2075283.58,565687.74,2.283289,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,Var 2%-3%,35L-45L,56.38939338121317
Jan-2024,Ahmedabad,"Perez, Krueger and Brooks",Active,West,13521,6560386.93,1754678.43,4902968.86,1938674.3,2887492.16,1544295.51,2.830484,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,Var 2%-3%,Above 45L,58.892728925061945
Feb-2024,Ahmedabad,"Perez, Krueger and Brooks",Active,West,13309,4785555.69,771349.97,4134334.04,1777159.9,2273035.22,879491.33,2.932963,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%,Var 2%-3%,35L-45L,54.97947669463109
Mar-2024,Ahmedabad,"Perez, Krueger and Brooks",Active,West,13814,4868136.74,1085631.26,3872915.83,1875087.05,1936514.38,685503.52,1.8176860000000001,More than 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,Var <2%,35L-45L,50.001457945446745
Oct-2023,Ahmedabad,Ball Ltd,Inactive,West,12119,4297794.15,836044.71,3571250.84,1076207.93,2416225.73,1127225.59,1.7608720000000002,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%,Var <2%,35L-45L,67.65768741128248
Nov-2023,Ahmedabad,Ball Ltd,Inactive,West,8441,3493854.28,920707.91,2633679.14,1065401.39,1441967.44,93917.5,2.719664,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%,Var 2%-3%,25L-35L,54.751067360468205
Dec-2023,Ahmedabad,Ball Ltd,Inactive,West,14059,5907935.94,1511488.65,4503965.48,1341320.53,3060391.43,1747748.03,2.30884,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,Var 2%-3%,Above 45L,67.94882073563316
Jan-2024,Ahmedabad,Ball Ltd,Inactive,West,9972,3831298.48,990613.27,2967011.46,1382348.1,1457520.06,17719.2,2.69256,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%,Var 2%-3%,25L-35L,49.12418032925292
Feb-2024,Ahmedabad,Ball Ltd,Inactive,West,13802,4235805.42,705220.03,3628041.33,1337987.73,2208058.71,792067.09,2.604486,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,Var 2%-3%,35L-45L,60.86090287179832
Mar-2024,Ahmedabad,Ball Ltd,Inactive,West,14459,6303412.96,1650108.48,4803107.09,1637314.62,3026910.16,1562185.28,1.980486,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%,Var <2%,Above 45L,63.01983493772154
Oct-2023,Hyderabad,Dean-Scott,Active,North,9352,3424842.19,823514.01,2663562.99,892973.32,1716300.08,316481.66,1.56869,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,Var <2%,25L-35L,64.43624898091859
Nov-2023,Hyderabad,Dean-Scott,Active,North,8234,3869438.35,1112073.39,2807216.95,886524.92,1826074.07,538601.94,2.435546,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%,Var 2%-3%,25L-35L,65.04926774540884
Dec-2023,Hyderabad,Dean-Scott,Active,North,13676,5965720.21,1742814.23,4356278.98,1619634.87,2615276.89,1332958.46,1.1003479999999999,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,Var <2%,35L-45L,60.03465117837793
Jan-2024,Hyderabad,Dean-Scott,Active,North,10091,4263785.36,953103.14,3465060.45,1157368.1,2236322.07,781717.11,2.790579,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,Var 2%-3%,25L-35L,64.53919353701318
Feb-2024,Hyderabad,Dean-Scott,Active,North,11540,3604669.56,713676.38,2976448.51,997078.42,1928248.99,467637.94,2.079827,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,Var 2%-3%,25L-35L,64.78354937173094
Mar-2024,Hyderabad,Dean-Scott,Active,North,9393,3297894.86,676318.2,2749998.13,838592.52,1815716.79,314087.62,1.9432029999999998,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,Var <2%,25L-35L,66.02610998866389
Oct-2023,Ahmedabad,Gonzalez Inc,Active,West,12750,5325782.06,1302712.77,4112904.48,1833984.07,2131430.74,797090.15,1.251603,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,Var <2%,35L-45L,51.82300611075704
Nov-2023,Ahmedabad,Gonzalez Inc,Active,West,13877,6929104.45,1974058.43,5034204.07,1959136.86,2975053.45,1528096.22,2.670548,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%,Var 2%-3%,Above 45L,59.09679879147212
Dec-2023,Ahmedabad,Gonzalez Inc,Active,West,9489,3780611.38,619011.35,3259228.53,1113413.18,2023514.45,734171.07,1.036049,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%,Var <2%,25L-35L,62.085687805389945
Jan-2024,Ahmedabad,Gonzalez Inc,Active,West,11391,3930804.25,1154308.84,2903527.91,1310623.99,1465401.46,85134.44,1.715909,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,Var <2%,25L-35L,50.46968740865315
Feb-2024,Ahmedabad,Gonzalez Inc,Active,West,14656,4459413.58,1077044.06,3460658.99,1019251.98,2297056.45,1052564.93,1.9553009999999997,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,Var <2%,25L-35L,66.37627274567149
Mar-2024,Ahmedabad,Gonzalez Inc,Active,West,7436,2768608.55,546378.27,2320498.09,1006340.71,1237029.29,-109741.67,2.91026,More than 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,Var 2%-3%,15L-25L,53.3087829432344
Oct-2023,Ahmedabad,Reed LLC,Active,South,10282,5126441.82,880483.66,4313756.14,1536715.78,2722844.9,1313934.27,2.289111,INR 30 to 40 lacs,More than 30%,EBITDA -ve,More than 20%,Var 2%-3%,35L-45L,63.12004692968111
Nov-2023,Ahmedabad,Reed LLC,Active,South,10174,3197721.4,501583.62,2811185.24,994435.43,1695779.53,409407.2,1.8688200000000001,More than 40 lacs,10% to 20%,EBITDA +ve,More than 20%,Var <2%,25L-35L,60.322582299841606
Dec-2023,Ahmedabad,Reed LLC,Active,South,7267,2845174.58,799300.29,2126863.12,647813.67,1339207.13,-108755.35,2.930516,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,More than 20%,Var 2%-3%,15L-25L,62.96630551382169
Jan-2024,Ahmedabad,Reed LLC,Active,South,13371,4742544.56,1352290.41,3508367.0,1286992.42,2165130.51,672768.48,1.802513,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,Var <2%,35L-45L,61.713341563183086
Feb-2024,Ahmedabad,Reed LLC,Active,South,8922,3369874.09,986005.58,2449067.19,956119.06,1365218.25,136421.06,1.9955939999999999,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%,Var <2%,15L-25L,55.74441793897864
Mar-2024,Ahmedabad,Reed LLC,Active,South,12562,4761873.38,1073452.54,3745696.72,1140072.46,2498504.56,1008145.18,1.043056,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%,Var <2%,35L-45L,66.70333309846825
Oct-2023,Hyderabad,Johnson-Ruiz,Inactive,South,10311,4364466.52,731455.86,3714598.78,1281887.93,2321549.94,1010409.12,1.349278,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,Var <2%,35L-45L,62.4979998512787
Nov-2023,Hyderabad,Johnson-Ruiz,Inactive,South,12831,4073585.08,1187618.55,2971514.75,1062775.43,1802168.15,444554.62,1.1603629999999998,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,Var <2%,25L-35L,60.64813072188182
Dec-2023,Hyderabad,Johnson-Ruiz,Inactive,South,10827,3466073.85,850736.12,2694635.42,831469.26,1729467.31,251261.99,2.219953,INR 30 to 40 lacs,More than 30%,EBITDA -ve,0% to 10%,Var 2%-3%,25L-35L,64.1818665769635
Jan-2024,Hyderabad,Johnson-Ruiz,Inactive,South,11495,3716787.17,565547.8,3278393.52,1170529.8,2009656.18,709139.98,1.124994,More than 40 lacs,More than 30%,EBITDA +ve,0% to 10%,Var <2%,25L-35L,61.30002904593345
Feb-2024,Hyderabad,Johnson-Ruiz,Inactive,South,14969,5734877.48,1413618.77,4422270.33,1561660.85,2798027.73,1479525.86,2.511539,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,Var 2%-3%,35L-45L,63.27129553837112
Mar-2024,Hyderabad,Johnson-Ruiz,Inactive,South,14507,5407714.64,1447649.11,4036633.73,1951882.14,2033814.31,683042.79,2.115564,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,10% to 20%,Var 2%-3%,35L-45L,50.38392001941677
Oct-2023,Pune,"Fox, Huang and Shaw",Inactive,East,11346,4681314.35,960476.68,3772001.4,1403293.88,2306998.8,892333.51,1.5590700000000002,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,Var <2%,35L-45L,61.16113318515735
Nov-2023,Pune,"Fox, Huang and Shaw",Inactive,East,8586,3109134.04,729926.25,2464211.74,1054521.21,1280376.26,-10076.36,1.6950150000000002,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,Var <2%,15L-25L,51.95885723683793
Dec-2023,Pune,"Fox, Huang and Shaw",Inactive,East,9044,2972927.22,882347.67,2191814.05,1000271.79,1085124.31,-484066.56,2.155222,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,Var 2%-3%,15L-25L,49.50804608630007
Jan-2024,Pune,"Fox, Huang and Shaw",Inactive,East,9323,4059030.24,696262.38,3446235.14,1091106.7,2220856.81,952383.27,2.159516,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,Var 2%-3%,25L-35L,64.44298545455607
Feb-2024,Pune,"Fox, Huang and Shaw",Inactive,East,7576,2876168.26,557029.77,2381096.0,728203.14,1570772.73,76600.48,1.796705,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,More than 20%,Var <2%,15L-25L,65.96847544156137
Mar-2024,Pune,"Fox, Huang and Shaw",Inactive,East,14806,5749300.87,1558186.28,4248506.52,1492301.85,2652154.9,1277620.15,2.885949,More than 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,Var 2%-3%,35L-45L,62.42558149587117
Oct-2023,Bangalore,"Patterson, James and Allen",Active,West,12274,4644835.38,719389.54,3990253.53,1219581.12,2675865.47,1217177.65,1.8469900000000001,INR 20 to 30 lacs,More than 30%,EBITDA -ve,More than 20%,Var <2%,35L-45L,67.06003640826303
Nov-2023,Bangalore,"Patterson, James and Allen",Active,West,13703,4455367.42,1139427.76,3380402.68,1566366.37,1682108.81,361396.07,2.8603810000000003,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,Var 2%-3%,25L-35L,49.760604556141224
Dec-2023,Bangalore,"Patterson, James and Allen",Active,West,8605,4267188.23,840004.2,3524228.4,1076304.66,2338627.79,931523.11,2.403518,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,Var 2%-3%,35L-45L,66.35857624891736
Jan-2024,Bangalore,"Patterson, James and Allen",Active,West,12364,3784777.1,1055677.46,2836420.51,1336647.85,1376702.64,-35776.17,2.984426,INR 30 to 40 lacs,More than 30%,EBITDA -ve,More than 20%,Var 2%-3%,25L-35L,48.53661983991224
Feb-2024,Bangalore,"Patterson, James and Allen",Active,West,12913,5774871.0,1105658.24,4742396.72,1828105.3,2810341.57,1490916.34,1.586694,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,Var <2%,Above 45L,59.25994251278075
Mar-2024,Bangalore,"Patterson, James and Allen",Active,West,14793,7029233.84,1896302.88,5216458.57,1688113.15,3458542.13,2070737.9,1.7482099999999998,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%,Var <2%,Above 45L,66.30057698320797
Oct-2023,Mumbai,Scott-Bell,Inactive,East,9565,3031812.94,503806.08,2642918.76,1165779.23,1382407.35,-91838.17,1.797239,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%,Var <2%,25L-35L,52.306085639953615
Nov-2023,Mumbai,Scott-Bell,Inactive,East,11262,4167314.7,1015122.99,3212540.53,1020825.13,2057422.6,687589.71,1.416685,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,10% to 20%,Var <2%,25L-35L,64.04347527406917
Dec-2023,Mumbai,Scott-Bell,Inactive,East,14663,7076551.95,1386256.94,5764429.26,2168242.03,3519342.16,2260432.61,2.894149,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,Var 2%-3%,Above 45L,61.052742626596135
Jan-2024,Mumbai,Scott-Bell,Inactive,East,11338,5183979.18,1029437.0,4249246.2,1570824.76,2620845.39,1438188.07,1.6649990000000001,INR 30 to 40 lacs,More than 30%,EBITDA +ve,0% to 10%,Var <2%,35L-45L,61.67788983373098
Feb-2024,Mumbai,Scott-Bell,Inactive,East,13866,4515962.64,746322.5,3861614.78,1800182.66,2002229.35,744215.87,2.3849099999999996,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%,Var 2%-3%,35L-45L,51.84953611556252
Mar-2024,Mumbai,Scott-Bell,Inactive,East,11122,4251308.45,861671.4,3473047.95,1405013.11,1960642.54,706930.71,2.815236,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,Var 2%-3%,25L-35L,56.45308006761035
Oct-2023,Bangalore,Burton Inc,Active,West,7229,2840217.11,439198.17,2537514.85,812536.62,1576927.99,129026.39,1.676595,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,Var <2%,25L-35L,62.14458173515713
Nov-2023,Bangalore,Burton Inc,Active,West,11438,4042394.57,1129676.29,3036569.68,1196141.36,1728253.3,447914.62,2.7075259999999997,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,Var 2%-3%,25L-35L,56.91465970245741
Dec-2023,Bangalore,Burton Inc,Active,West,12408,6096371.07,928270.56,5273944.4,1913366.24,3256369.59,1888803.85,1.88549,INR 30 to 40 lacs,More than 30%,EBITDA -ve,More than 20%,Var <2%,Above 45L,61.744480848148484
Jan-2024,Bangalore,Burton Inc,Active,West,14902,7015346.61,1829166.09,5204896.8,1639383.05,3455429.51,2019631.43,1.135141,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,Var <2%,Above 45L,66.38805038363105
Feb-2024,Bangalore,Burton Inc,Active,West,10518,3973880.06,911474.02,3183487.67,988573.56,2074750.32,551235.0,1.684225,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,More than 20%,Var <2%,25L-35L,65.17224299474043
Mar-2024,Bangalore,Burton Inc,Active,West,10010,3915209.54,838391.66,3151016.43,1520385.79,1529120.95,255829.66,1.4692319999999999,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%,Var <2%,25L-35L,48.527863436116704
Oct-2023,Bangalore,"Allen, Torres and Williams",Active,North,9158,3779573.52,650544.87,3218936.57,1038754.13,2129461.03,801006.38,1.164347,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,Var <2%,25L-35L,66.1541780551457
Nov-2023,Bangalore,"Allen, Torres and Williams",Active,North,12675,4506988.53,851424.5,3770649.94,1586103.54,2087720.79,910589.44,2.4403740000000003,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,Var 2%-3%,35L-45L,55.36766401603433
Dec-2023,Bangalore,"Allen, Torres and Williams",Active,North,11455,3441048.88,982979.0,2527454.72,976792.64,1467385.97,143661.28,1.046119,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%,Var <2%,25L-35L,58.057853950396385
Jan-2024,Bangalore,"Allen, Torres and Williams",Active,North,7931,3380419.49,909388.98,2579729.0,878162.39,1591882.94,61151.8,2.520913,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,Var 2%-3%,25L-35L,61.70737081298074
Feb-2024,Bangalore,"Allen, Torres and Williams",Active,North,9186,4169667.83,1039970.15,3219901.59,1467610.49,1642526.71,388804.86,2.02255,INR 20 to 30 lacs,More than 30%,EBITDA -ve,More than 20%,Var 2%-3%,25L-35L,51.01170529873244
